x,y,sentiment
406,471,0.4023
580,332,-0.1263
580,332,-0.1263
523,463,-0.1897
563,480,-0.3612
404,387,0.6369
583,518,0.0
477,379,0.7783
162,434,0.7184
404,387,0.4404
421,343,0.4215
215,490,0.0
654,318,0.34
551,294,0.0
582,522,0.0
586,321,0.7835
497,296,-0.5574
144,414,0.0
468,303,0.4215
468,303,0.4215
613,281,0.1531
654,318,0.0
496,303,0.6369
109,358,-0.128
283,521,0.0
283,521,0.0
219,423,0.0
496,303,0.0
523,463,0.0
578,312,-0.4023
584,516,-0.7819
382,466,0.0
259,285,0.6239
494,361,0.0
494,361,0.0
382,466,0.0
559,404,0.0
655,320,0.4926
496,303,-0.5859
382,466,0.0
390,275,-0.6486
521,354,0.4404
563,480,0.0
419,345,0.7339
660,310,0.2732
421,343,0.4215
523,463,0.296
494,361,-0.4374
494,361,-0.4374
469,400,0.0
521,354,0.0
537,417,0.0
146,418,-0.743
523,463,0.7118
561,495,-0.4019
162,434,-0.7506
681,297,0.0
537,295,-0.765
654,320,-0.5267
548,440,0.3612
303,347,0.0
537,295,0.25
637,346,0.0
256,372,0.4404
602,287,-0.7198
544,378,0.0762
108,369,0.3182
523,463,-0.5106
582,522,0.7579
426,482,0.0
684,286,0.0
103,362,0.0
578,312,0.0
598,419,-0.802
690,290,0.6369
160,408,0.0
575,393,0.5267
681,297,0.0
117,346,0.0
148,414,0.0
523,463,0.0
554,493,0.0
654,318,-0.4019
301,334,0.4404
584,520,0.4019
563,480,0.0
492,298,-0.3818
544,378,0.0
523,463,0.296
556,369,0.5106
563,480,0.0
459,463,0.25
482,295,-0.5859
523,463,0.3595
305,348,0.0
283,521,-0.7652
283,521,-0.7652
109,372,0.8173
223,423,0.0
162,423,-0.9117
523,463,-0.7688
119,348,0.0772
146,418,0.0
109,372,0.6249
523,463,0.296
426,482,-0.3875
162,423,0.0
680,296,0.0
426,482,0.0
662,295,0.2732
523,463,0.0
172,275,0.9141
580,526,-0.5574
580,332,-0.6588
580,332,-0.6588
470,468,0.7241
550,331,-0.5859
426,482,-0.2755
119,348,0.0
440,290,0.0
407,386,0.0
516,304,0.0
537,417,0.4215
565,289,0.1027
628,335,0.0
492,298,0.0
651,329,0.0
283,521,0.4588
283,521,0.4588
404,387,0.3182
404,387,0.3182
651,329,0.0
616,344,0.7027
146,418,0.0
107,363,0.6486
300,321,0.0
647,324,0.8777
596,283,-0.1326
624,340,-0.3612
108,368,0.0
496,303,-0.4404
514,334,-0.5994
544,378,0.296
548,440,-0.6444
586,429,0.0
223,423,-0.5267
325,419,0.0
325,419,0.0
172,275,0.0
494,361,0.0
494,361,0.0
505,387,0.0
303,347,0.0
155,419,0.743
420,345,0.0
162,423,0.358
164,418,0.0
505,387,-0.9287
440,290,0.6369
506,403,0.128
494,361,0.0
494,361,0.0
422,346,0.3612
170,417,-0.3818
589,321,-0.0762
589,321,-0.0762
589,321,-0.8016
589,321,-0.8016
300,321,-0.4404
146,418,0.0
556,496,-0.3412
223,423,0.2144
619,346,-0.8271
544,378,0.0
544,378,0.0
615,343,-0.1586
159,413,0.0
159,413,0.0
76,242,-0.7351
111,358,0.7717
159,413,0.0
110,351,-0.2263
159,413,-0.6672
589,321,0.0
589,321,0.0
394,426,0.0
592,359,0.0
393,433,0.128
313,328,0.9345
313,328,0.9345
313,328,0.9345
313,328,0.9345
492,298,0.0
204,371,0.7018
491,300,0.6705
393,433,0.7125
103,362,0.6239
301,334,0.2263
567,353,0.8671
556,495,0.1449
492,298,0.6705
100,242,0.0
659,318,-0.1027
162,434,0.0
435,255,0.54
305,345,0.0
556,494,0.4019
150,412,-0.6249
110,351,0.0
159,413,0.0
640,330,0.0
301,334,-0.4976
148,413,0.0
584,318,0.743
100,242,0.296
159,413,0.0
502,254,0.0
563,480,0.0
592,359,0.0
407,386,-0.2846
538,343,0.0
496,303,-0.5106
589,321,-0.5574
589,321,-0.5574
107,206,-0.6452
556,496,0.0
107,206,0.0
192,398,0.0
192,398,0.0
107,206,0.3254
494,361,0.0
494,361,0.0
535,419,-0.5413
391,430,0.0
523,434,0.0
652,321,0.0
534,419,0.9244
523,463,0.0
99,244,0.0
494,284,0.0
468,303,0.4215
578,395,0.0
382,466,0.0
76,242,-0.5859
382,466,0.0
101,303,0.3182
445,465,0.0
184,385,0.0
513,437,0.3612
382,466,0.0
151,407,0.0
583,511,-0.5859
382,466,0.0
664,259,-0.0031
142,412,0.0
382,466,0.0
482,295,-0.2057
382,466,0.0
426,482,-0.4588
534,419,0.0516
382,466,0.0
578,493,0.9501
151,407,0.0
454,465,0.5244
108,368,-0.3595
521,354,0.7003
447,403,0.0
108,368,-0.3595
146,418,0.0
496,303,0.4019
108,368,0.25
586,321,-0.5106
537,417,0.3327
509,406,-0.3182
108,368,-0.4767
664,259,0.4404
586,321,0.4588
107,206,0.0
468,303,0.4215
530,398,0.0
496,303,0.0
260,342,0.0
534,419,0.0
468,303,0.4215
654,314,0.0
534,343,-0.5622
108,368,0.6249
669,304,0.765
146,418,0.0
404,387,0.4926
146,418,0.0
568,306,-0.1935
568,306,-0.1935
468,303,0.4215
658,319,0.0
531,352,0.4019
531,352,0.4019
108,368,0.0
146,418,0.3182
523,463,0.541
404,387,0.4926
513,437,0.0
108,368,0.0
184,385,0.0
583,511,0.0
613,281,0.4019
468,303,0.4215
654,320,0.0772
198,222,0.3818
231,241,0.0
468,303,0.4215
492,295,0.0
654,318,0.0
592,359,0.0
108,369,0.0
399,459,0.0
404,387,0.4926
256,450,0.0
300,321,0.0
395,318,0.0
404,387,0.0
404,387,0.0
107,206,0.0
564,493,-0.5423
233,444,0.0
613,395,0.4767
534,343,-0.6027
395,318,0.0
556,495,0.0
688,297,0.1511
404,387,0.8053
107,363,0.4926
325,419,-0.4717
325,419,-0.4717
514,334,0.3612
654,320,0.0
136,377,0.0
223,423,0.0
581,523,0.0
103,362,0.0
580,332,0.0
580,332,0.0
507,388,0.0
103,362,-0.3818
103,362,-0.765
103,362,0.0
395,430,0.0
597,388,0.0
589,321,-0.9402
589,321,-0.9402
76,242,0.0
505,387,-0.296
556,369,0.0
141,396,-0.6487
492,298,-0.2732
654,318,-0.2924
592,359,0.0
494,361,0.0
494,361,0.0
544,378,-0.3182
561,422,0.2565
686,295,-0.9063
583,511,0.4201
565,515,0.0
556,495,0.0
565,515,0.0
477,379,0.0
551,294,-0.7531
592,359,-0.4404
584,336,0.0
222,318,0.6249
468,303,0.4215
496,303,-0.2937
496,303,0.0
589,321,-0.3404
589,321,-0.3404
530,412,0.0
654,318,-0.2924
469,400,0.1779
495,298,0.6124
260,342,0.0
580,332,0.0
580,332,0.0
223,423,0.0
476,294,0.75
616,349,0.0
523,463,-0.508
551,294,0.0
155,412,0.0
523,463,0.9257
423,380,0.7128
654,318,0.0
184,384,0.0
162,412,0.0
553,292,0.0
589,321,-0.3802
589,321,-0.3802
162,434,0.6351
561,422,0.4588
146,418,0.0
551,294,-0.4215
283,521,0.0
283,521,0.0
569,488,-0.5423
146,418,0.2481
580,332,0.0
580,332,0.0
644,330,0.5574
590,276,-0.5859
146,418,0.0
106,207,-0.7456
152,415,-0.5661
300,331,0.4019
580,332,0.0
580,332,0.0
583,321,0.0
580,332,0.0
580,332,0.0
468,303,0.4215
592,359,-0.6981
544,378,0.0
634,351,-0.6597
103,210,-0.2732
556,495,0.0
103,210,0.6808
223,423,0.0
99,244,0.0
468,303,0.4215
580,332,0.0
580,332,0.0
103,210,0.6808
116,350,0.3818
100,352,0.474
100,352,0.474
146,418,0.0
105,245,-0.8625
391,430,-0.5423
688,284,-0.3527
586,386,-0.6486
537,417,0.0
654,318,0.0
222,423,-0.2023
283,521,0.8957
283,521,0.8957
536,419,0.0
160,408,0.0
406,472,-0.7569
537,417,0.4019
384,396,0.296
164,414,0.0
583,523,0.0
619,346,0.3182
655,311,-0.4404
107,363,-0.2452
654,318,0.0
420,340,0.3622
99,244,0.0
583,523,0.508
655,311,-0.4404
654,318,0.7418
99,244,-0.5696
654,318,0.0
141,396,0.0
654,318,-0.296
103,362,-0.6229
508,387,-0.4184
667,309,-0.1179
95,243,0.4215
219,423,-0.1263
590,276,-0.6696
426,482,-0.4007
222,311,-0.4939
283,521,0.0
283,521,0.0
335,372,0.0
335,372,0.0
146,418,0.0
92,190,0.4588
80,434,0.0
80,434,0.0
651,318,0.0
325,419,0.0
325,419,0.0
406,474,0.4926
592,359,0.886
148,414,-0.6514
148,414,-0.6514
651,318,0.0
146,418,0.865
300,321,0.0
506,418,0.0
146,412,0.8243
184,384,0.3244
548,440,-0.5423
301,334,0.0
223,423,0.0
103,210,0.3182
301,334,0.0
364,501,0.4588
223,423,-0.7964
301,334,0.0
569,306,-0.3818
569,306,-0.3818
301,334,0.0
569,306,-0.3818
569,306,-0.3818
569,306,-0.3818
569,306,-0.3818
301,334,0.0
569,306,-0.3818
569,306,-0.3818
569,306,-0.3818
569,306,-0.3818
223,321,0.0
569,306,-0.3818
569,306,-0.3818
146,418,-0.6249
301,334,0.0
569,306,-0.3818
569,306,-0.3818
569,306,-0.3818
569,306,-0.3818
301,334,0.0
569,306,-0.3818
569,306,-0.3818
301,334,0.0
146,412,0.0
160,408,0.0
494,361,0.5319
494,361,0.5319
301,334,0.0
569,306,0.0
569,306,0.0
301,334,0.0
569,306,-0.3818
569,306,-0.3818
301,334,0.0
569,306,-0.3818
569,306,-0.3818
301,334,0.0
569,306,-0.3818
569,306,-0.3818
569,306,0.0
569,306,0.0
569,306,0.0
569,306,0.0
569,306,0.0
569,306,0.0
569,306,-0.3818
569,306,-0.3818
146,418,0.7378
301,334,0.0
569,306,0.0
569,306,0.0
494,361,0.0
494,361,0.0
301,334,0.0
569,306,0.0
569,306,0.0
301,334,0.0
301,334,0.0
569,306,0.7184
569,306,0.7184
402,311,0.0
569,306,-0.3818
569,306,-0.3818
537,417,0.0
301,334,0.0
569,306,0.0
569,306,0.0
301,334,0.0
569,306,-0.3818
569,306,-0.3818
301,334,0.0
301,334,0.0
569,306,0.8126
569,306,0.8126
301,334,0.0
159,416,0.0
569,306,-0.3818
569,306,-0.3818
223,423,0.0
301,334,0.0
569,306,0.0
569,306,0.0
301,334,0.0
569,306,0.0
569,306,0.0
301,334,0.0
569,306,-0.3818
569,306,-0.3818
569,306,0.0
569,306,0.0
256,372,0.5023
569,306,0.0
569,306,0.0
569,306,-0.3818
569,306,-0.3818
455,372,-0.5106
455,372,-0.5106
569,306,0.4767
569,306,0.4767
569,306,-0.3818
569,306,-0.3818
569,306,0.1695
569,306,0.1695
569,306,-0.3818
569,306,-0.3818
569,306,-0.3818
569,306,-0.3818
569,306,-0.3818
569,306,-0.3818
569,306,-0.3818
569,306,-0.3818
155,415,0.6249
569,306,-0.3818
569,306,-0.3818
569,306,0.0
569,306,0.0
223,423,0.0
569,306,0.4939
569,306,0.4939
76,242,-0.4389
325,419,-0.0772
325,419,-0.0772
569,306,-0.3818
569,306,-0.3818
569,306,-0.3818
569,306,-0.3818
155,415,0.7262
146,418,0.5399
569,306,-0.3818
569,306,-0.3818
223,423,-0.3814
569,306,-0.3818
569,306,-0.3818
569,306,0.0
569,306,0.0
569,306,0.0
569,306,0.0
569,306,-0.3818
569,306,-0.3818
569,306,0.0
569,306,0.0
569,306,-0.3818
569,306,-0.3818
537,417,0.2235
569,306,-0.3818
569,306,-0.3818
146,418,0.0
569,306,0.0
569,306,0.0
569,306,0.5859
569,306,0.5859
569,306,-0.3818
569,306,-0.3818
300,321,-0.5106
80,434,-0.0572
80,434,-0.0572
80,434,-0.7469
80,434,-0.7469
146,418,0.2023
568,485,0.0
537,417,0.7075
612,280,0.0
612,280,0.0
516,328,0.0
103,362,-0.4588
300,321,0.5859
385,499,-0.3182
382,466,0.0
491,382,0.795
80,434,0.0
80,434,0.0
382,466,0.0
146,412,-0.5719
426,381,-0.4588
482,463,0.0
382,466,0.0
382,466,0.0
382,466,0.0
382,466,0.0
382,466,0.0
301,334,0.0
301,334,0.0
301,334,0.0
301,334,0.0
382,466,0.1759
301,334,0.0
301,334,0.0
382,466,-0.5574
382,466,0.0
301,334,0.0
301,334,0.0
301,334,0.0
325,419,-0.5242
325,419,-0.5242
103,362,0.354
301,334,0.0
382,466,0.0
382,466,0.0
301,334,0.0
382,466,0.0742
658,286,-0.7735
103,362,0.5255
382,466,0.0
516,328,0.0
301,334,0.0
301,334,0.0
301,334,0.0
382,466,0.0
301,334,0.0
382,466,0.0
537,417,0.6369
146,418,0.0
301,334,0.0
301,334,0.0
146,418,0.0
301,334,0.0
610,387,0.25
301,334,0.0
301,334,0.0
301,334,0.0
654,320,-0.5106
301,334,0.0
301,334,0.0
301,334,0.0
301,334,0.0
301,334,0.0
610,387,-0.4019
301,334,0.0
301,334,0.0
301,334,0.0
301,334,0.0
301,334,0.0
301,334,0.0
80,434,0.0
80,434,0.0
301,334,0.0
222,425,-0.2023
491,327,0.0
222,425,0.0
222,425,0.0
397,323,0.0
397,323,0.0
92,194,0.6838
397,323,0.8912
397,323,0.8912
589,321,-0.5707
589,321,-0.5707
589,321,-0.5707
589,321,-0.5707
78,298,0.0
583,511,0.0
551,291,0.3971
619,346,0.0
377,474,0.5617
146,418,0.0
531,352,0.0
531,352,0.0
614,281,0.0
610,387,0.0
614,281,0.0
614,281,0.0
283,521,-0.0751
283,521,-0.0751
614,281,0.0
614,281,0.0
614,281,0.0
580,332,0.0
580,332,0.0
526,314,0.0
526,314,0.0
526,314,0.5994
512,389,0.7405
571,484,0.0
592,359,0.0
394,427,0.5859
571,484,0.0
571,484,0.0
526,314,0.0
571,484,0.0
512,389,0.4215
526,314,0.0
406,474,-0.1198
514,334,0.0
688,284,-0.1027
614,281,0.0
514,334,0.7264
555,497,0.0
592,359,0.4404
492,295,0.0
681,297,0.0
688,284,0.0
595,266,-0.5267
665,311,0.0
162,423,-0.7597
688,284,0.0
580,332,-0.5719
580,332,-0.5719
406,474,0.0
589,321,0.0
589,321,0.0
563,480,0.0
580,332,0.0
580,332,0.0
406,474,0.0
302,331,0.0
530,398,-0.5423
671,297,0.4019
646,321,0.1695
689,293,-0.3164
544,378,0.4215
661,287,-0.3182
496,303,0.0
661,287,-0.3182
661,287,-0.3182
661,287,-0.3182
556,496,0.4939
665,311,-0.4939
661,287,-0.3182
661,287,-0.3182
661,287,-0.3182
655,317,0.1027
661,287,-0.3182
661,287,-0.3182
410,481,0.0
661,287,-0.3182
589,321,-0.34
589,321,-0.34
417,435,0.0
661,287,-0.3182
386,393,0.1759
583,512,0.296
654,318,-0.0803
661,287,-0.3182
377,474,0.0
377,474,0.0
689,293,-0.5267
437,376,0.5106
537,417,0.4215
506,386,-0.7739
476,294,0.5147
582,524,0.0
493,298,0.4753
574,400,0.0
655,306,0.0
655,306,0.0
384,396,0.0
526,314,0.0
477,379,0.0
468,354,0.0
555,497,0.0
523,463,0.0
624,347,-0.3145
526,314,0.7328
526,314,-0.5974
544,378,-0.4939
526,314,0.0
98,243,-0.296
698,266,-0.296
622,338,0.0
589,321,-0.7339
589,321,-0.7339
559,473,-0.7527
637,346,0.0
622,338,-0.296
483,290,-0.1779
587,412,-0.802
256,372,0.0
688,284,0.5106
559,405,0.8316
549,294,0.0
686,295,-0.25
523,463,0.0
519,356,-0.25
592,359,-0.5789
587,412,0.5574
681,297,0.296
634,333,0.3595
549,294,0.0
586,321,0.0
519,356,0.5908
520,356,0.0
681,297,0.3404
688,284,-0.34
666,309,-0.4588
698,266,-0.6408
570,285,-0.2755
698,266,-0.6408
696,273,-0.5267
108,368,0.0
585,321,0.0
502,254,0.0
570,486,0.0
380,497,0.0
654,318,-0.2732
585,321,0.0
689,293,0.7574
440,256,-0.8392
544,378,0.0
554,494,-0.7067
417,435,0.7959
574,400,-0.6996
654,318,-0.5267
164,427,0.0
557,395,0.7269
426,482,-0.4125
283,521,-0.7081
283,521,-0.7081
574,400,-0.4019
492,303,-0.6105
523,463,0.6666
454,465,0.9535
537,274,0.4939
655,320,0.0
574,400,0.0
544,378,0.5904
580,332,-0.5994
580,332,-0.5994
579,319,0.7345
131,400,-0.7815
131,400,-0.7815
108,368,0.0
652,319,0.6435
603,322,0.0
603,322,0.0
603,322,0.0
310,437,0.0
544,378,0.0
603,322,0.0
529,436,0.0
643,329,0.0
603,322,0.0
108,368,-0.5719
699,267,0.2023
654,318,0.0
146,418,0.0
108,368,0.0
544,378,0.0
574,400,0.0
602,287,0.0
544,378,0.6249
544,378,-0.5106
382,466,0.0
298,333,0.5754
382,466,0.0
567,353,0.0
424,343,0.3612
544,378,0.0
378,474,0.8953
574,400,-0.7861
150,412,0.0
420,427,0.3818
283,521,0.0
283,521,0.0
600,390,-0.3818
391,430,0.0
689,293,-0.4389
558,328,0.0
424,343,0.658
584,518,0.4678
582,520,0.5859
654,318,0.0
146,418,-0.8625
544,378,-0.4019
382,466,0.0
679,295,0.7959
622,338,-0.3612
382,466,-0.1779
382,466,0.0
325,419,-0.5994
325,419,-0.5994
559,497,0.2263
424,343,0.4926
666,259,0.6369
146,418,-0.7906
654,318,0.0
600,390,0.0
469,400,0.5106
283,521,0.0
283,521,0.0
589,262,-0.1531
382,466,0.0
572,482,0.5622
256,372,-0.8636
382,466,0.0
107,367,0.6458
534,419,0.0
283,521,0.0
283,521,0.0
517,415,0.0
424,343,0.2942
283,521,0.4404
283,521,0.4404
455,372,-0.1779
455,372,-0.1779
583,518,0.0
559,473,0.0
508,423,0.0
80,434,0.0
80,434,0.0
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
391,430,0.8156
569,306,0.8468
569,306,0.8468
408,466,-0.7065
582,524,0.4404
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
586,321,0.0
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
116,348,-0.5859
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
199,372,0.4199
199,372,0.4199
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
535,416,-0.4153
689,290,-0.323
569,306,0.8468
569,306,0.8468
159,209,0.0
569,306,0.8468
569,306,0.8468
574,400,-0.5562
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
694,276,0.8861
569,306,0.8468
569,306,0.8468
105,365,0.5399
569,306,0.8468
569,306,0.8468
607,273,0.4574
569,306,0.8468
569,306,0.8468
603,322,-0.4215
569,306,0.0
569,306,0.0
535,416,-0.3164
569,306,0.8468
569,306,0.8468
392,430,0.0
569,306,0.7456
569,306,0.7456
584,508,-0.3612
569,306,0.8468
569,306,0.8468
569,306,0.3774
569,306,0.3774
80,434,0.0
80,434,0.0
648,338,0.0
523,463,0.2023
569,306,0.0
569,306,0.0
603,322,0.0
489,342,0.8602
589,321,0.0
589,321,0.0
569,306,0.5859
569,306,0.5859
652,321,0.0
584,520,0.2924
603,322,0.1511
105,365,0.5106
569,306,0.0
569,306,0.0
569,306,0.8468
569,306,0.8468
619,343,0.0
569,306,0.8468
569,306,0.8468
584,508,0.4939
108,369,-0.743
537,274,0.0
569,306,0.3182
569,306,0.3182
569,306,-0.3612
569,306,-0.3612
569,306,0.0
569,306,0.0
537,274,0.0
569,306,0.0
569,306,0.0
119,363,-0.5106
585,323,0.4404
569,306,0.8468
569,306,0.8468
537,274,0.0
569,306,0.8468
569,306,0.8468
406,474,0.0
569,306,0.8468
569,306,0.8468
105,365,0.0
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
654,318,-0.631
428,436,-0.4796
537,274,0.0
585,511,0.0
569,306,0.8468
569,306,0.8468
508,423,0.4019
569,306,0.8468
569,306,0.8468
654,318,-0.2023
642,350,0.7603
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.5859
569,306,0.5859
569,306,0.8468
569,306,0.8468
256,450,0.0
569,306,0.8468
569,306,0.8468
159,209,-0.8271
569,306,0.8468
569,306,0.8468
569,306,0.0
569,306,0.0
624,341,0.5242
569,306,-0.0572
569,306,-0.0572
569,306,0.0
569,306,0.0
569,306,0.0
569,306,0.0
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
592,359,0.9228
569,306,0.8468
569,306,0.8468
283,521,0.0
283,521,0.0
569,306,0.8468
569,306,0.8468
569,306,0.0
569,306,0.0
654,318,0.6229
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
164,427,0.0
689,290,0.0772
569,306,0.8468
569,306,0.8468
394,427,0.2263
523,463,-0.4019
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
430,306,0.3612
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
637,305,0.6467
688,284,0.0
584,520,0.4753
508,423,0.694
569,306,0.8468
569,306,0.8468
256,450,0.34
146,418,-0.3818
406,474,0.0
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
485,392,0.2263
537,417,0.6808
569,306,0.8468
569,306,0.8468
578,384,0.0
569,306,0.0
569,306,0.0
654,318,0.0
569,306,0.8468
569,306,0.8468
654,318,0.6808
569,306,0.0
569,306,0.0
569,306,0.8468
569,306,0.8468
589,262,0.6239
574,400,-0.4199
569,306,0.8468
569,306,0.8468
580,332,0.0
580,332,0.0
569,306,0.8468
569,306,0.8468
105,365,0.0
578,312,0.2023
407,386,-0.3612
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
530,398,0.1027
642,350,-0.296
164,414,-0.296
394,427,-0.7515
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
570,486,0.0
469,400,0.802
569,306,0.8468
569,306,0.8468
159,413,0.0
495,298,-0.3612
637,305,-0.927
159,413,0.0
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
602,287,0.0
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
637,346,0.0
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
325,419,0.0
325,419,0.0
514,334,0.7712
569,306,0.0
569,306,0.0
283,521,0.0
283,521,0.0
569,306,0.8468
569,306,0.8468
656,317,0.0
163,426,0.0
556,369,0.0
317,199,0.0
654,318,-0.1531
616,338,0.0
146,418,0.6322
635,308,-0.0387
139,411,0.5859
526,314,0.0
633,335,0.0
544,378,0.0
494,361,0.0
494,361,0.0
578,312,0.0
590,276,0.0
688,284,0.6239
585,522,0.4215
256,372,-0.8176
586,321,-0.6688
586,321,0.0
139,232,0.0
139,232,0.0
652,316,0.0
575,395,0.6249
407,369,0.0
531,352,0.1531
531,352,0.1531
688,284,0.0
448,466,0.128
569,306,0.8468
569,306,0.8468
569,306,0.9164
569,306,0.9164
688,284,0.0
516,304,-0.6103
163,426,-0.1195
407,386,-0.5696
688,284,0.0
152,416,-0.4019
569,306,0.8468
569,306,0.8468
415,471,0.6369
256,450,0.5983
384,461,-0.7506
590,275,-0.3197
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
654,318,0.0
233,440,0.0
569,306,0.6739
569,306,0.6739
688,284,0.0
688,285,0.3664
219,423,0.0
550,331,0.7096
154,419,0.0
569,306,0.8468
569,306,0.8468
580,332,0.0
580,332,0.0
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
671,302,0.0
569,306,0.0
569,306,0.0
504,461,0.0
569,306,0.0
569,306,0.0
364,395,-0.5848
569,306,0.0
569,306,0.0
424,382,0.5411
569,306,0.7481
569,306,0.7481
569,306,0.8468
569,306,0.8468
660,318,-0.296
146,418,-0.296
538,334,0.7405
364,395,0.0772
494,297,0.0
569,306,0.8468
569,306,0.8468
406,474,0.4939
563,512,0.0
654,318,0.0
569,306,0.8468
569,306,0.8468
512,435,-0.3612
551,291,0.7946
637,346,0.0
561,495,0.4329
223,423,0.7906
283,521,0.6372
283,521,0.6372
523,463,0.0
618,341,0.0
106,213,-0.4404
683,294,0.128
159,209,0.4588
570,396,0.6249
688,284,0.7096
531,352,0.0
531,352,0.0
523,463,0.0
580,332,0.0
580,332,0.0
544,378,0.0
584,520,-0.5719
617,342,0.0
584,520,-0.4939
100,352,0.4019
580,332,0.0
580,332,0.0
523,463,0.0
569,306,0.8647
569,306,0.8647
586,324,-0.1027
436,253,0.7088
688,284,0.0
586,324,-0.765
629,376,0.2148
590,276,0.4588
552,341,0.0
569,306,0.8468
569,306,0.8468
335,372,0.0
335,372,0.0
107,367,0.0
523,463,0.3612
569,306,0.8468
569,306,0.8468
697,303,-0.8402
523,463,0.0
495,296,0.0
569,306,0.8468
569,306,0.8468
586,324,-0.5994
219,423,0.4404
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
100,352,-0.3182
301,334,-0.5423
654,318,0.0
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
654,318,-0.4019
80,434,0.3859
80,434,0.3859
569,306,0.0
569,306,0.0
159,413,-0.04
654,318,0.0
654,318,0.8779
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
586,324,0.0
523,463,0.0
600,312,0.0
170,417,-0.6908
569,306,0.8468
569,306,0.8468
579,489,0.8176
600,312,0.0
569,306,0.8468
569,306,0.8468
618,345,-0.1027
373,479,0.5255
373,479,0.5255
637,346,-0.2558
569,306,0.8468
569,306,0.8468
654,318,-0.4404
569,306,0.8468
569,306,0.8468
654,318,-0.296
654,318,-0.4215
146,418,0.0
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
590,276,0.0
590,276,0.0
654,318,0.0
592,359,0.0
590,276,0.0
569,306,0.0
569,306,0.0
660,318,0.0
523,463,0.0
654,318,-0.1779
569,306,0.8468
569,306,0.8468
569,306,0.0
569,306,0.0
660,318,0.0
618,341,-0.7378
223,319,0.2382
569,306,0.8468
569,306,0.8468
100,352,-0.6633
569,306,0.8468
569,306,0.8468
570,486,0.0
660,318,0.0
554,363,-0.7012
660,318,0.0
660,318,0.0
569,306,0.8468
569,306,0.8468
660,318,0.0
569,306,0.8468
569,306,0.8468
654,318,0.0
592,359,0.0
569,306,0.8468
569,306,0.8468
569,306,0.8468
569,306,0.8468
393,433,0.0
569,306,0.8468
569,306,0.8468
222,319,0.0
523,463,0.0
569,306,0.8468
569,306,0.8468
654,318,-0.4939
654,318,0.0516
569,306,0.8468
569,306,0.8468
688,284,0.0
523,463,0.0
569,306,0.8468
569,306,0.8468
395,318,0.0
654,318,0.0
569,306,0.8468
569,306,0.8468
686,295,-0.6124
654,318,-0.4588
688,291,-0.7184
105,360,-0.8126
639,327,0.128
146,418,0.2003
599,285,0.0
654,318,0.0
563,512,-0.7555
582,521,-0.6908
496,303,-0.6369
683,294,0.0
582,522,0.0
491,382,0.1531
661,315,-0.4199
546,291,-0.1027
575,479,0.0
100,352,-0.5423
361,437,-0.2732
325,419,0.0
325,419,0.0
103,363,0.3612
543,431,-0.1027
654,320,-0.128
688,284,-0.4215
491,382,0.4574
569,306,0.8468
569,306,0.8468
654,320,-0.2006
592,359,0.0
569,306,0.8468
569,306,0.8468
589,262,-0.7644
103,363,-0.6908
569,306,0.5859
569,306,0.5859
637,346,0.0
569,306,0.8468
569,306,0.8468
688,284,0.5719
100,352,0.0
559,473,0.0
603,357,0.6892
569,306,0.8468
569,306,0.8468
